rem,seccion,seccion_nombre,codigo_prestacion,detalle_prestacion,detalle_niveles,fila_excel
A05,N,INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,05970019,Trastornos de Ansiedad - Fobias Sociales,Trastornos de Ansiedad - Fobias Sociales,224
A05,N,INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,05970020,Trastornos de Ansiedad - Trastornos de Ansiedad Generalizada,Trastornos de Ansiedad - Trastornos de Ansiedad Generalizada,225
A05,N,INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,05970021,Trastornos de Ansiedad - Otros Trastornos de Ansiedad,Trastornos de Ansiedad - Otros Trastornos de Ansiedad,226
A05,N,INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,05901801,Demencias (Incluye Alzheimer) - Leve,Demencias (Incluye Alzheimer) - Leve,227
A05,N,INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,05901802,Demencias (Incluye Alzheimer) - Moderado,Demencias (Incluye Alzheimer) - Moderado,228
A05,N,INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,05901803,Demencias (Incluye Alzheimer) - Avanzado,Demencias (Incluye Alzheimer) - Avanzado,229
A05,N,INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,05990038,Esquizofrenia,Esquizofrenia,230
A05,N,INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,05990039,Trastorno Adaptativo,Trastorno Adaptativo,231
A05,N,INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,06902100,Trastornos de la Conducta Alimentaria,Trastornos de la Conducta Alimentaria,232
A05,N,INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,06902400,Retraso Mental,Retraso Mental,233
A05,N,INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,06902500,Trastorno de Personalidad,Trastorno de Personalidad,234
A05,N,INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,05990022,Trastorno Generalizados del Desarrollo - Autismo,Trastorno Generalizados del Desarrollo - Autismo,235
A05,N,INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,05990023,Trastorno Generalizados del Desarrollo - Asperger,Trastorno Generalizados del Desarrollo - Asperger,236
A05,N,INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,05990024,Trastorno Generalizados del Desarrollo - Síndrome de Rett,Trastorno Generalizados del Desarrollo - Síndrome de Rett,237
A05,N,INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,05990025,Trastorno Generalizados del Desarrollo - Trastorno Desintegrativo de la Infancia,Trastorno Generalizados del Desarrollo - Trastorno Desintegrativo de la Infancia,238
A05,N,INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,05990026,Trastorno Generalizados del Desarrollo - Trastorno Generalizado del Desarrollo no Específico,Trastorno Generalizados del Desarrollo - Trastorno Generalizado del Desarrollo no Específico,239
A05,N,INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,05970022,Epilepsia,Epilepsia,240
A05,N,INGRESOS AL PROGRAMA DE SALUD MENTAL EN APS /ESPECIALIDAD,05810445,Otras,Otras,241
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05810140,EGRESOS DEL PROGRAMA,EGRESOS DEL PROGRAMA,245
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05990081,Violencia Física - Victima,Violencia Física - Victima,247
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05990082,Violencia Física - Agresor/a,Violencia Física - Agresor/a,248
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05990083,Violencia Sexual - Victima,Violencia Sexual - Victima,249
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05990084,Violencia Sexual - Agresor/a,Violencia Sexual - Agresor/a,250
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05990085,Violencia Psicológica - Victima,Violencia Psicológica - Victima,251
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05990086,Violencia Psicológica - Agresor/a,Violencia Psicológica - Agresor/a,252
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05223500,Abuso sexual,Abuso sexual,253
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05970023,Suicidio - Ideación,Suicidio - Ideación,254
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05970024,Suicidio - Intento,Suicidio - Intento,255
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05810442,PERSONAS CON DIAGNÓSTICOS DE TRASTORNOS MENTALES,PERSONAS CON DIAGNÓSTICOS DE TRASTORNOS MENTALES,256
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05223600,Trastornos del Humor (Afectivos) - Depresión Leve,Trastornos del Humor (Afectivos) - Depresión Leve,257
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,06902607,Trastornos del Humor (Afectivos) - Depresión Moderada,Trastornos del Humor (Afectivos) - Depresión Moderada,258
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,06902608,Trastornos del Humor (Afectivos) - Depresión Grave,Trastornos del Humor (Afectivos) - Depresión Grave,259
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05223700,Trastornos del Humor (Afectivos) - Depresión Post Parto,Trastornos del Humor (Afectivos) - Depresión Post Parto,260
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05223800,Trastornos del Humor (Afectivos) - Trastorno Bipolar,Trastornos del Humor (Afectivos) - Trastorno Bipolar,261
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05051900,Trastornos del Humor (Afectivos) - Depresión Refractaria,Trastornos del Humor (Afectivos) - Depresión Refractaria,262
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05052000,Trastornos del Humor (Afectivos) - Depresión Grave con Psicosis,Trastornos del Humor (Afectivos) - Depresión Grave con Psicosis,263
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05052100,Trastornos del Humor (Afectivos) - Depresión con Alto Riesgo Suicida,Trastornos del Humor (Afectivos) - Depresión con Alto Riesgo Suicida,264
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05990040,Trastornos Mentales y del Comportamiento Debido a Consumo Sustancias Psicotrópicas - Consumo Perjudicial de Alcohol,Trastornos Mentales y del Comportamiento Debido a Consumo Sustancias Psicotrópicas - Consumo Perjudicial de Alcohol,265
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05990041,Trastornos Mentales y del Comportamiento Debido a Consumo Sustancias Psicotrópicas - Consumo Dependiente del Alcohol,Trastornos Mentales y del Comportamiento Debido a Consumo Sustancias Psicotrópicas - Consumo Dependiente del Alcohol,266
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05990042,Trastornos Mentales y del Comportamiento Debido a Consumo Sustancias Psicotrópicas - Consumo Perjudicial de Drogas,Trastornos Mentales y del Comportamiento Debido a Consumo Sustancias Psicotrópicas - Consumo Perjudicial de Drogas,267
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05990043,Trastornos Mentales y del Comportamiento Debido a Consumo Sustancias Psicotrópicas - Consumo Dependiente de Drogas,Trastornos Mentales y del Comportamiento Debido a Consumo Sustancias Psicotrópicas - Consumo Dependiente de Drogas,268
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05990044,Trastornos Mentales y del Comportamiento Debido a Consumo Sustancias Psicotrópicas - Consumo de Drogas y Alcohol,Trastornos Mentales y del Comportamiento Debido a Consumo Sustancias Psicotrópicas - Consumo de Drogas y Alcohol,269
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05224600,Trastornos del Comportamiento y de las Emociones de Comienzo Habitual en la Infancia y Adolescencia - Trastorno Hipercinéticos,Trastornos del Comportamiento y de las Emociones de Comienzo Habitual en la Infancia y Adolescencia - Trastorno Hipercinéticos,270
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05052200,Trastornos del Comportamiento y de las Emociones de Comienzo Habitual en la Infancia y Adolescencia - Trastorno Disocial Desafiante y Oposicionista,Trastornos del Comportamiento y de las Emociones de Comienzo Habitual en la Infancia y Adolescencia - Trastorno Disocial Desafiante y Oposicionista,271
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05052300,Trastornos del Comportamiento y de las Emociones de Comienzo Habitual en la Infancia y Adolescencia - Trastorno de Ansiedad de Separación en la Infancia,Trastornos del Comportamiento y de las Emociones de Comienzo Habitual en la Infancia y Adolescencia - Trastorno de Ansiedad de Separación en la Infancia,272
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05224700,Trastornos del Comportamiento y de las Emociones de Comienzo Habitual en la Infancia y Adolescencia - Otros Trastornos del Comportamiento y de las Emociones de Comienzo Habitual en La Infancia y Adolescencia,Trastornos del Comportamiento y de las Emociones de Comienzo Habitual en la Infancia y Adolescencia - Otros Trastornos del Comportamiento y de las Emociones de Comienzo Habitual en La Infancia y Adolescencia,273
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05970025,Trastornos de Ansiedad - Trastorno de Estrés Post Traumático,Trastornos de Ansiedad - Trastorno de Estrés Post Traumático,274
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05990045,Trastornos de Ansiedad - Trastorno de Pánico,Trastornos de Ansiedad - Trastorno de Pánico,275
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05970028,Trastornos de Ansiedad - Fobias Sociales,Trastornos de Ansiedad - Fobias Sociales,276
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05970029,Trastornos de Ansiedad - Trastornos de Ansiedad Generalizada,Trastornos de Ansiedad - Trastornos de Ansiedad Generalizada,277
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05970030,Trastornos de Ansiedad - Otros Trastornos de Ansiedad,Trastornos de Ansiedad - Otros Trastornos de Ansiedad,278
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05224201,Demencias (Incluye Alzheimer) - Leve,Demencias (Incluye Alzheimer) - Leve,279
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05224202,Demencias (Incluye Alzheimer) - Moderado,Demencias (Incluye Alzheimer) - Moderado,280
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05224203,Demencias (Incluye Alzheimer) - Avanzado,Demencias (Incluye Alzheimer) - Avanzado,281
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05990046,Esquizofrenia,Esquizofrenia,282
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05990047,Trastorno Adaptativo,Trastorno Adaptativo,283
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05224500,Trastornos de la Conducta Alimentaria,Trastornos de la Conducta Alimentaria,284
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05224800,Retraso Mental,Retraso Mental,285
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05224900,Trastorno de Personalidad,Trastorno de Personalidad,286
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05990027,Trastorno Generalizados del Desarrollo - Autismo,Trastorno Generalizados del Desarrollo - Autismo,287
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05990028,Trastorno Generalizados del Desarrollo - Asperger,Trastorno Generalizados del Desarrollo - Asperger,288
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05990029,Trastorno Generalizados del Desarrollo - Síndrome de Rett,Trastorno Generalizados del Desarrollo - Síndrome de Rett,289
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05990030,Trastorno Generalizados del Desarrollo - Trastorno Desintegrativo de la Infancia,Trastorno Generalizados del Desarrollo - Trastorno Desintegrativo de la Infancia,290
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05990031,Trastorno Generalizados del Desarrollo - Trastorno Generalizado del Desarrollo no Específico,Trastorno Generalizados del Desarrollo - Trastorno Generalizado del Desarrollo no Específico,291
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05970031,Epilepsia,Epilepsia,292
A05,O,EGRESOS DEL PROGRAMA DE SALUD MENTAL POR ALTAS CLÍNICAS EN APS /ESPECIALIDAD,05810446,Otras,Otras,293
A05,P,PROGRAMA DE REHABILITACIÓN (PERSONAS CON TRASTORNOS PSIQUIÁTRICOS),05810210,Programa de Rehabilitación Tipo I - Ingresos,Programa de Rehabilitación Tipo I - Ingresos,298
A05,P,PROGRAMA DE REHABILITACIÓN (PERSONAS CON TRASTORNOS PSIQUIÁTRICOS),05810220,Programa de Rehabilitación Tipo I - Egresos,Programa de Rehabilitación Tipo I - Egresos,299
A05,P,PROGRAMA DE REHABILITACIÓN (PERSONAS CON TRASTORNOS PSIQUIÁTRICOS),05810230,Programa de Rehabilitación Tipo II - Ingresos,Programa de Rehabilitación Tipo II - Ingresos,300
A05,P,PROGRAMA DE REHABILITACIÓN (PERSONAS CON TRASTORNOS PSIQUIÁTRICOS),05810240,Programa de Rehabilitación Tipo II - Egresos,Programa de Rehabilitación Tipo II - Egresos,301
A05,Q,INGRESOS Y EGRESOS A PROGRAMA INFECCIÓN POR TRANSMISIÓN SEXUAL (Uso de establecimientos que realizan atención de ITS),05810241,Gestantes - Sífilis,Gestantes - Sífilis,307
A05,Q,INGRESOS Y EGRESOS A PROGRAMA INFECCIÓN POR TRANSMISIÓN SEXUAL (Uso de establecimientos que realizan atención de ITS),05810242,Gestantes - Gonorrea,Gestantes - Gonorrea,308
A05,Q,INGRESOS Y EGRESOS A PROGRAMA INFECCIÓN POR TRANSMISIÓN SEXUAL (Uso de establecimientos que realizan atención de ITS),05810243,Gestantes - Condiloma,Gestantes - Condiloma,309
A05,Q,INGRESOS Y EGRESOS A PROGRAMA INFECCIÓN POR TRANSMISIÓN SEXUAL (Uso de establecimientos que realizan atención de ITS),05810244,Gestantes - Herpes,Gestantes - Herpes,310
A05,Q,INGRESOS Y EGRESOS A PROGRAMA INFECCIÓN POR TRANSMISIÓN SEXUAL (Uso de establecimientos que realizan atención de ITS),05810245,Gestantes - Chlamydias,Gestantes - Chlamydias,311
A05,Q,INGRESOS Y EGRESOS A PROGRAMA INFECCIÓN POR TRANSMISIÓN SEXUAL (Uso de establecimientos que realizan atención de ITS),05810246,Gestantes - Uretritis no Gonocócica,Gestantes - Uretritis no Gonocócica,312
A05,Q,INGRESOS Y EGRESOS A PROGRAMA INFECCIÓN POR TRANSMISIÓN SEXUAL (Uso de establecimientos que realizan atención de ITS),05810247,Gestantes - Linfogranuloma,Gestantes - Linfogranuloma,313
A05,Q,INGRESOS Y EGRESOS A PROGRAMA INFECCIÓN POR TRANSMISIÓN SEXUAL (Uso de establecimientos que realizan atención de ITS),05810248,Gestantes - Chancroide,Gestantes - Chancroide,314
A05,Q,INGRESOS Y EGRESOS A PROGRAMA INFECCIÓN POR TRANSMISIÓN SEXUAL (Uso de establecimientos que realizan atención de ITS),05810249,Gestantes - Otras ITS,Gestantes - Otras ITS,315
A05,Q,INGRESOS Y EGRESOS A PROGRAMA INFECCIÓN POR TRANSMISIÓN SEXUAL (Uso de establecimientos que realizan atención de ITS),05810250,No Gestantes - Sífilis,No Gestantes - Sífilis,316
A05,Q,INGRESOS Y EGRESOS A PROGRAMA INFECCIÓN POR TRANSMISIÓN SEXUAL (Uso de establecimientos que realizan atención de ITS),05810251,No Gestantes - Gonorrea,No Gestantes - Gonorrea,317
A05,Q,INGRESOS Y EGRESOS A PROGRAMA INFECCIÓN POR TRANSMISIÓN SEXUAL (Uso de establecimientos que realizan atención de ITS),05810252,No Gestantes - Condiloma,No Gestantes - Condiloma,318
A05,Q,INGRESOS Y EGRESOS A PROGRAMA INFECCIÓN POR TRANSMISIÓN SEXUAL (Uso de establecimientos que realizan atención de ITS),05810253,No Gestantes - Herpes,No Gestantes - Herpes,319
A05,Q,INGRESOS Y EGRESOS A PROGRAMA INFECCIÓN POR TRANSMISIÓN SEXUAL (Uso de establecimientos que realizan atención de ITS),05810254,No Gestantes - Chlamydias,No Gestantes - Chlamydias,320
A05,Q,INGRESOS Y EGRESOS A PROGRAMA INFECCIÓN POR TRANSMISIÓN SEXUAL (Uso de establecimientos que realizan atención de ITS),05810255,No Gestantes - Uretritis no Gonocócica,No Gestantes - Uretritis no Gonocócica,321
A05,Q,INGRESOS Y EGRESOS A PROGRAMA INFECCIÓN POR TRANSMISIÓN SEXUAL (Uso de establecimientos que realizan atención de ITS),05810256,No Gestantes - Linfogranuloma,No Gestantes - Linfogranuloma,322
A05,Q,INGRESOS Y EGRESOS A PROGRAMA INFECCIÓN POR TRANSMISIÓN SEXUAL (Uso de establecimientos que realizan atención de ITS),05810257,No Gestantes - Chancroide,No Gestantes - Chancroide,323
A05,Q,INGRESOS Y EGRESOS A PROGRAMA INFECCIÓN POR TRANSMISIÓN SEXUAL (Uso de establecimientos que realizan atención de ITS),05810258,No Gestantes - Otras ITS,No Gestantes - Otras ITS,324
A05,R,INGRESOS Y EGRESOS DEL PROGRAMA DE VIH/SIDA (Uso exclusivo Centros de Atención VIH-SIDA),05970036,Ingresos al programa - Gestantes,Ingresos al programa - Gestantes,329
A05,R,INGRESOS Y EGRESOS DEL PROGRAMA DE VIH/SIDA (Uso exclusivo Centros de Atención VIH-SIDA),05970037,Ingresos al programa - No Gestantes,Ingresos al programa - No Gestantes,330
A05,R,INGRESOS Y EGRESOS DEL PROGRAMA DE VIH/SIDA (Uso exclusivo Centros de Atención VIH-SIDA),05990032,Reingresos por abandono,Reingresos por abandono,331
A05,R,INGRESOS Y EGRESOS DEL PROGRAMA DE VIH/SIDA (Uso exclusivo Centros de Atención VIH-SIDA),05810370,Total egresos,Total egresos,332
A05,R,INGRESOS Y EGRESOS DEL PROGRAMA DE VIH/SIDA (Uso exclusivo Centros de Atención VIH-SIDA),05810410,Egresos por Fallecimiento (Incluido en Total Egresos),Egresos por Fallecimiento (Incluido en Total Egresos),333
A05,R,INGRESOS Y EGRESOS DEL PROGRAMA DE VIH/SIDA (Uso exclusivo Centros de Atención VIH-SIDA),05052300A,Egresos por Alta Hijo VIH (-) de Madre VIH (+)Incluido en Total Egresos,Egresos por Alta Hijo VIH (-) de Madre VIH (+)Incluido en Total Egresos,334
A05,R,INGRESOS Y EGRESOS DEL PROGRAMA DE VIH/SIDA (Uso exclusivo Centros de Atención VIH-SIDA),05052400,Evaluación Movilidad Programa - Abandono Controles,Evaluación Movilidad Programa - Abandono Controles,335
A05,R,INGRESOS Y EGRESOS DEL PROGRAMA DE VIH/SIDA (Uso exclusivo Centros de Atención VIH-SIDA),05052500,Evaluación Movilidad Programa - Abandono Tratamiento,Evaluación Movilidad Programa - Abandono Tratamiento,336
A05,R,INGRESOS Y EGRESOS DEL PROGRAMA DE VIH/SIDA (Uso exclusivo Centros de Atención VIH-SIDA),05052600,Evaluación Movilidad Programa - Abandono de la Atención,Evaluación Movilidad Programa - Abandono de la Atención,337
A05,R,INGRESOS Y EGRESOS DEL PROGRAMA DE VIH/SIDA (Uso exclusivo Centros de Atención VIH-SIDA),05990033,Evaluación Movilidad Programa - Ingresos por Traslado,Evaluación Movilidad Programa - Ingresos por Traslado,338
A05,R,INGRESOS Y EGRESOS DEL PROGRAMA DE VIH/SIDA (Uso exclusivo Centros de Atención VIH-SIDA),05990034,Evaluación Movilidad Programa - Egresos por Traslado,Evaluación Movilidad Programa - Egresos por Traslado,339
A05,S,INGRESOS Y EGRESOS POR COMERCIO SEXUAL (Uso exclusivo de Unidades Control Comercio Sexual),05810420,Ingresos al programa,Ingresos al programa,344
A05,S,INGRESOS Y EGRESOS POR COMERCIO SEXUAL (Uso exclusivo de Unidades Control Comercio Sexual),05810430,Total egresos,Total egresos,345
A05,S,INGRESOS Y EGRESOS POR COMERCIO SEXUAL (Uso exclusivo de Unidades Control Comercio Sexual),05052700,Inasistentes,Inasistentes,346
A05,T,INGRESOS Y EGRESOS PROGRAMA DE ACOMPAÑAMIENTO PSICOSOCIAL EN ATENCIÓN PRIMARIA,05052701,Ingresos,Ingresos,351
A05,T,INGRESOS Y EGRESOS PROGRAMA DE ACOMPAÑAMIENTO PSICOSOCIAL EN ATENCIÓN PRIMARIA,05052702,Egresos,Egresos,352
A05,U,INGRESOS INTEGRALES DE PERSONAS CON CONDICIONES CRÓNICAS EN ATENCIÓN PRIMARIA,05980010,Ingreso Integral - Riesgo Leve (G1),Ingreso Integral - Riesgo Leve (G1),357
A05,U,INGRESOS INTEGRALES DE PERSONAS CON CONDICIONES CRÓNICAS EN ATENCIÓN PRIMARIA,05980020,Ingreso Integral - Riesgo Moderado (G2),Ingreso Integral - Riesgo Moderado (G2),358
A05,U,INGRESOS INTEGRALES DE PERSONAS CON CONDICIONES CRÓNICAS EN ATENCIÓN PRIMARIA,05980030,Ingreso Integral - Riesgo Alto (G3),Ingreso Integral - Riesgo Alto (G3),359
A05,U,INGRESOS INTEGRALES DE PERSONAS CON CONDICIONES CRÓNICAS EN ATENCIÓN PRIMARIA,05980040,Plan de Cuidado Elaborado - Riesgo Leve (G1),Plan de Cuidado Elaborado - Riesgo Leve (G1),360
A05,U,INGRESOS INTEGRALES DE PERSONAS CON CONDICIONES CRÓNICAS EN ATENCIÓN PRIMARIA,05980050,Plan de Cuidado Elaborado - Riesgo Moderado (G2),Plan de Cuidado Elaborado - Riesgo Moderado (G2),361
A05,U,INGRESOS INTEGRALES DE PERSONAS CON CONDICIONES CRÓNICAS EN ATENCIÓN PRIMARIA,05980060,Plan de Cuidado Elaborado - Riesgo Alto (G3),Plan de Cuidado Elaborado - Riesgo Alto (G3),362
A05,U,INGRESOS INTEGRALES DE PERSONAS CON CONDICIONES CRÓNICAS EN ATENCIÓN PRIMARIA,05990048,Gestión de casos - Ingreso Riesgo Alto (G3),Gestión de casos - Ingreso Riesgo Alto (G3),363
A05,U,INGRESOS INTEGRALES DE PERSONAS CON CONDICIONES CRÓNICAS EN ATENCIÓN PRIMARIA,05990049,Gestión de casos - Ingreso Riesgo Moderado (G2),Gestión de casos - Ingreso Riesgo Moderado (G2),364
A05,U,INGRESOS INTEGRALES DE PERSONAS CON CONDICIONES CRÓNICAS EN ATENCIÓN PRIMARIA,05990050,Gestión de casos - Egreso Riesgo Alto (G3),Gestión de casos - Egreso Riesgo Alto (G3),365
A05,U,INGRESOS INTEGRALES DE PERSONAS CON CONDICIONES CRÓNICAS EN ATENCIÓN PRIMARIA,05990051,Gestión de casos - Egreso Riesgo Moderado (G2),Gestión de casos - Egreso Riesgo Moderado (G2),366
A05,V,INGRESOS Y EGRESOS DEL PROGRAMA DE ATENCIÓN DOMICILIARIA PARA PERSONAS CON DEPENDENCIA SEVERA,05990087,Ingresos con Plan de Cuidado Integral (ingresado vía ECICEP),Ingresos con Plan de Cuidado Integral (ingresado vía ECICEP),372
A05,V,INGRESOS Y EGRESOS DEL PROGRAMA DE ATENCIÓN DOMICILIARIA PARA PERSONAS CON DEPENDENCIA SEVERA,05990088,Ingresos con Plan de Cuidado Integral (no ingresados a ECICEP),Ingresos con Plan de Cuidado Integral (no ingresados a ECICEP),373
A05,V,INGRESOS Y EGRESOS DEL PROGRAMA DE ATENCIÓN DOMICILIARIA PARA PERSONAS CON DEPENDENCIA SEVERA,05990089,Ingreso con Plan de Cuidado al Cuidador (ingresado vía ECICEP),Ingreso con Plan de Cuidado al Cuidador (ingresado vía ECICEP),375
A05,V,INGRESOS Y EGRESOS DEL PROGRAMA DE ATENCIÓN DOMICILIARIA PARA PERSONAS CON DEPENDENCIA SEVERA,05990090,Ingreso con Plan de Cuidado al cuidador (no ingresado a ECICEP),Ingreso con Plan de Cuidado al cuidador (no ingresado a ECICEP),376
A05,V,INGRESOS Y EGRESOS DEL PROGRAMA DE ATENCIÓN DOMICILIARIA PARA PERSONAS CON DEPENDENCIA SEVERA,05990091,Egresos por alta (disminuye nivel de dependencia),Egresos por alta (disminuye nivel de dependencia),378
A05,V,INGRESOS Y EGRESOS DEL PROGRAMA DE ATENCIÓN DOMICILIARIA PARA PERSONAS CON DEPENDENCIA SEVERA,05990092,Egresos por alta administrativa,Egresos por alta administrativa,379
A05,V,INGRESOS Y EGRESOS DEL PROGRAMA DE ATENCIÓN DOMICILIARIA PARA PERSONAS CON DEPENDENCIA SEVERA,05990093,Egreso por traslado,Egreso por traslado,380
A05,V,INGRESOS Y EGRESOS DEL PROGRAMA DE ATENCIÓN DOMICILIARIA PARA PERSONAS CON DEPENDENCIA SEVERA,05990094,Egresos por fallecimiento,Egresos por fallecimiento,381
