rem,seccion,seccion_nombre,codigo_prestacion,detalle_prestacion,detalle_niveles,fila_excel
A11,A.1,EXAMEN VDRL POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11054200,Pacientes en diálisis,Pacientes en diálisis,29
A11,A.1,EXAMEN VDRL POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11054201,Víctima de violencia sexual,Víctima de violencia sexual,30
A11,A.2,EXAMEN VDRL POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11054202,Gestantes primer trimestre embarazo,Gestantes primer trimestre embarazo,35
A11,A.2,EXAMEN VDRL POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11054203,Gestantes segundo trimestre embarazo,Gestantes segundo trimestre embarazo,36
A11,A.2,EXAMEN VDRL POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11054204,Gestantes tercer trimestre embarazo,Gestantes tercer trimestre embarazo,37
A11,A.2,EXAMEN VDRL POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11054205,Gestantes trimestre embarazo ignorado,Gestantes trimestre embarazo ignorado,38
A11,A.2,EXAMEN VDRL POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11054206,Gestantes en seguimiento por diagnóstico sífilis,Gestantes en seguimiento por diagnóstico sífilis,39
A11,A.2,EXAMEN VDRL POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11054207,Pareja de gestante con serología reactiva,Pareja de gestante con serología reactiva,40
A11,A.2,EXAMEN VDRL POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11054208,Mujeres que ingresan a maternidad por parto,Mujeres que ingresan a maternidad por parto,41
A11,A.2,EXAMEN VDRL POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11054209,Mujeres que ingresan por aborto,Mujeres que ingresan por aborto,42
A11,A.2,EXAMEN VDRL POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11054210,Mujeres en control ginecológico,Mujeres en control ginecológico,43
A11,A.2,EXAMEN VDRL POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11054211,Recién nacido y lactante para detección de sífilis congénita,Recién nacido y lactante para detección de sífilis congénita,44
A11,A.2,EXAMEN VDRL POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11054212,Personas en control por comercio sexual,Personas en control por comercio sexual,45
A11,A.2,EXAMEN VDRL POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11054213,Personas en control fecundidad,Personas en control fecundidad,46
A11,A.2,EXAMEN VDRL POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11054214,Consultantes por ITS,Consultantes por ITS,47
A11,A.2,EXAMEN VDRL POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11054215,Personas EMP/EMPAM,Personas EMP/EMPAM,48
A11,A.2,EXAMEN VDRL POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11054216,Donantes de sangre,Donantes de sangre,49
A11,A.2,EXAMEN VDRL POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11054217,Donantes de órganos y/o tejidos,Donantes de órganos y/o tejidos,50
A11,A.2,EXAMEN VDRL POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11054218,Pacientes en diálisis,Pacientes en diálisis,51
A11,A.2,EXAMEN VDRL POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11054219,Víctima de violencia sexual,Víctima de violencia sexual,52
A11,A.3,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056400,Gestantes primer trimestre embarazo,Gestantes primer trimestre embarazo,57
A11,A.3,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056401,Gestantes segundo trimestre embarazo,Gestantes segundo trimestre embarazo,58
A11,A.3,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056402,Gestantes tercer trimestre embarazo,Gestantes tercer trimestre embarazo,59
A11,A.3,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056403,Gestantes trimestre embarazo ignorado,Gestantes trimestre embarazo ignorado,60
A11,A.3,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056404,Gestantes en seguimiento por diagnóstico sífilis,Gestantes en seguimiento por diagnóstico sífilis,61
A11,A.3,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056405,Pareja de gestante con serología reactiva,Pareja de gestante con serología reactiva,62
A11,A.3,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056406,Mujeres que ingresan a maternidad por parto,Mujeres que ingresan a maternidad por parto,63
A11,A.3,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056407,Mujeres que ingresan por aborto,Mujeres que ingresan por aborto,64
A11,A.3,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056408,Mujeres en control ginecológico,Mujeres en control ginecológico,65
A11,A.3,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056409,Recién nacido y lactante para detección de sífilis congénita,Recién nacido y lactante para detección de sífilis congénita,66
A11,A.3,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056410,Personas en control por comercio sexual,Personas en control por comercio sexual,67
A11,A.3,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056411,Personas en control fecundidad,Personas en control fecundidad,68
A11,A.3,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056412,Consultantes por ITS,Consultantes por ITS,69
A11,A.3,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056413,Personas EMP/EMPAM,Personas EMP/EMPAM,70
A11,A.3,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056414,Donantes de sangre,Donantes de sangre,71
A11,A.3,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056415,Donantes de órganos y/o tejidos,Donantes de órganos y/o tejidos,72
A11,A.3,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056416,Pacientes en diálisis,Pacientes en diálisis,73
A11,A.3,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056417,Víctima de violencia sexual,Víctima de violencia sexual,74
A11,A.4,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056418,Gestantes primer trimestre embarazo,Gestantes primer trimestre embarazo,79
A11,A.4,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056419,Gestantes segundo trimestre embarazo,Gestantes segundo trimestre embarazo,80
A11,A.4,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056420,Gestantes tercer trimestre embarazo,Gestantes tercer trimestre embarazo,81
A11,A.4,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056421,Gestantes trimestre embarazo ignorado,Gestantes trimestre embarazo ignorado,82
A11,A.4,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056422,Gestantes en seguimiento por diagnóstico sífilis,Gestantes en seguimiento por diagnóstico sífilis,83
A11,A.4,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056423,Pareja de gestante con serología reactiva,Pareja de gestante con serología reactiva,84
A11,A.4,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056424,Mujeres que ingresan a maternidad por parto,Mujeres que ingresan a maternidad por parto,85
A11,A.4,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056425,Mujeres que ingresan por aborto,Mujeres que ingresan por aborto,86
A11,A.4,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056426,Mujeres en control ginecológico,Mujeres en control ginecológico,87
A11,A.4,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056427,Recién nacido y lactante para detección de sífilis congénita,Recién nacido y lactante para detección de sífilis congénita,88
A11,A.4,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056428,Personas en control por comercio sexual,Personas en control por comercio sexual,89
A11,A.4,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056429,Personas en control fecundidad,Personas en control fecundidad,90
A11,A.4,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056430,Consultantes por ITS,Consultantes por ITS,91
A11,A.4,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056431,Personas EMP/EMPAM,Personas EMP/EMPAM,92
A11,A.4,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056432,Donantes de sangre,Donantes de sangre,93
A11,A.4,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056433,Donantes de órganos y/o tejidos,Donantes de órganos y/o tejidos,94
A11,A.4,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056434,Pacientes en diálisis,Pacientes en diálisis,95
A11,A.4,EXAMEN RPR POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056435,Víctima de violencia sexual,Víctima de violencia sexual,96
A11,A.5,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056436,Gestantes primer trimestre embarazo,Gestantes primer trimestre embarazo,101
A11,A.5,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056437,Gestantes segundo trimestre embarazo,Gestantes segundo trimestre embarazo,102
A11,A.5,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056438,Gestantes tercer trimestre embarazo,Gestantes tercer trimestre embarazo,103
A11,A.5,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056439,Gestantes trimestre embarazo ignorado,Gestantes trimestre embarazo ignorado,104
A11,A.5,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056440,Gestantes en seguimiento por diagnóstico sífilis,Gestantes en seguimiento por diagnóstico sífilis,105
A11,A.5,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056441,Pareja de gestante con serología reactiva,Pareja de gestante con serología reactiva,106
A11,A.5,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056442,Mujeres que ingresan a maternidad por parto,Mujeres que ingresan a maternidad por parto,107
A11,A.5,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056443,Mujeres que ingresan por aborto,Mujeres que ingresan por aborto,108
A11,A.5,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056444,Mujeres en control ginecológico,Mujeres en control ginecológico,109
A11,A.5,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056445,Recién nacido y lactante para detección de sífilis congénita,Recién nacido y lactante para detección de sífilis congénita,110
A11,A.5,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056446,Personas en control por comercio sexual,Personas en control por comercio sexual,111
A11,A.5,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056447,Personas en control fecundidad,Personas en control fecundidad,112
A11,A.5,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056448,Consultantes por ITS,Consultantes por ITS,113
A11,A.5,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056449,Personas EMP/EMPAM,Personas EMP/EMPAM,114
A11,A.5,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056450,Donantes de sangre,Donantes de sangre,115
A11,A.5,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056451,Donantes de órganos y/o tejidos,Donantes de órganos y/o tejidos,116
A11,A.5,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056452,Pacientes en diálisis,Pacientes en diálisis,117
A11,A.5,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN),11056453,Víctima de violencia sexual,Víctima de violencia sexual,118
A11,A.6,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056454,Gestantes primer trimestre embarazo,Gestantes primer trimestre embarazo,123
A11,A.6,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056455,Gestantes segundo trimestre embarazo,Gestantes segundo trimestre embarazo,124
A11,A.6,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056456,Gestantes tercer trimestre embarazo,Gestantes tercer trimestre embarazo,125
A11,A.6,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056457,Gestantes trimestre embarazo ignorado,Gestantes trimestre embarazo ignorado,126
A11,A.6,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056458,Gestantes en seguimiento por diagnóstico sífilis,Gestantes en seguimiento por diagnóstico sífilis,127
A11,A.6,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056459,Pareja de gestante con serología reactiva,Pareja de gestante con serología reactiva,128
A11,A.6,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056460,Mujeres que ingresan a maternidad por parto,Mujeres que ingresan a maternidad por parto,129
A11,A.6,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056461,Mujeres que ingresan por aborto,Mujeres que ingresan por aborto,130
A11,A.6,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056462,Mujeres en control ginecológico,Mujeres en control ginecológico,131
A11,A.6,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056463,Recién nacido y lactante para detección de sífilis congénita,Recién nacido y lactante para detección de sífilis congénita,132
A11,A.6,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056464,Personas en control por comercio sexual,Personas en control por comercio sexual,133
A11,A.6,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056465,Personas en control fecundidad,Personas en control fecundidad,134
A11,A.6,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056466,Consultantes por ITS,Consultantes por ITS,135
A11,A.6,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056467,Personas EMP/EMPAM,Personas EMP/EMPAM,136
A11,A.6,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056468,Donantes de sangre,Donantes de sangre,137
A11,A.6,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056469,Donantes de órganos y/o tejidos,Donantes de órganos y/o tejidos,138
A11,A.6,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056470,Pacientes en diálisis,Pacientes en diálisis,139
A11,A.6,EXAMEN MHA-TP POR GRUPO DE USUARIOS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO),11056471,Víctima de violencia sexual,Víctima de violencia sexual,140
A11,B.1,"EXÁMENES SEGÚN GRUPOS DE USUARIOS POR CONDICIÓN DE HEPATITIS B, HEPATITIS C, CHAGAS, HTLV 1 Y SIFILIS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN)",11054300,Usuarios,Usuarios,144
A11,B.1,"EXÁMENES SEGÚN GRUPOS DE USUARIOS POR CONDICIÓN DE HEPATITIS B, HEPATITIS C, CHAGAS, HTLV 1 Y SIFILIS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN)",11054400,Donantes - Altruista nuevo,Donantes - Altruista nuevo,145
A11,B.1,"EXÁMENES SEGÚN GRUPOS DE USUARIOS POR CONDICIÓN DE HEPATITIS B, HEPATITIS C, CHAGAS, HTLV 1 Y SIFILIS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN)",11055100,Donantes - Altruista repetido,Donantes - Altruista repetido,146
A11,B.1,"EXÁMENES SEGÚN GRUPOS DE USUARIOS POR CONDICIÓN DE HEPATITIS B, HEPATITIS C, CHAGAS, HTLV 1 Y SIFILIS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN)",11055110,Donantes - Familiar o Reposición,Donantes - Familiar o Reposición,147
A11,B.1,"EXÁMENES SEGÚN GRUPOS DE USUARIOS POR CONDICIÓN DE HEPATITIS B, HEPATITIS C, CHAGAS, HTLV 1 Y SIFILIS (USO EXCLUSIVO DE ESTABLECIMIENTOS CON LABORATORIO QUE PROCESAN)",11055120,Donantes de organos y/o tejidos,Donantes de organos y/o tejidos,148
A11,B.2,"EXÁMENES SEGÚN GRUPOS DE USUARIOS POR CONDICIÓN DE HEPATITIS B, HEPATITIS C, CHAGAS, HTLV 1 Y SIFILIS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO)",11055130,Usuarios,Usuarios,152
A11,B.2,"EXÁMENES SEGÚN GRUPOS DE USUARIOS POR CONDICIÓN DE HEPATITIS B, HEPATITIS C, CHAGAS, HTLV 1 Y SIFILIS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO)",11055140,Donantes - Altruista nuevo,Donantes - Altruista nuevo,153
A11,B.2,"EXÁMENES SEGÚN GRUPOS DE USUARIOS POR CONDICIÓN DE HEPATITIS B, HEPATITIS C, CHAGAS, HTLV 1 Y SIFILIS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO)",11055150,Donantes - Altruista repetido,Donantes - Altruista repetido,154
A11,B.2,"EXÁMENES SEGÚN GRUPOS DE USUARIOS POR CONDICIÓN DE HEPATITIS B, HEPATITIS C, CHAGAS, HTLV 1 Y SIFILIS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO)",11055160,Donantes - Familiar o Reposición,Donantes - Familiar o Reposición,155
A11,B.2,"EXÁMENES SEGÚN GRUPOS DE USUARIOS POR CONDICIÓN DE HEPATITIS B, HEPATITIS C, CHAGAS, HTLV 1 Y SIFILIS (USO EXCLUSIVO DE ESTABLECIMIENTOS QUE COMPRAN SERVICIO)",11055170,Donantes de organos y/o tejidos,Donantes de organos y/o tejidos,156
